object_id,object_type,attr__vbtyp_code
0005004844,Order,C
0090040980,Invoice,M
0087000985,Delivery,J
0005004845,Order,C
0090040981,Invoice,M
0087000986,Delivery,J
0005001467,Quotation,B
0005004948,Order,C
0090041086,Invoice,M
0087001089,Delivery,J
0090040982,Invoice,M
0005004847,Order,C
0090040983,Invoice,M
0087000988,Delivery,J
0090040987,Invoice,M
0005004852,Order,C
0090040988,Invoice,M
0087000993,Delivery,J
0005004853,Order,C
0090040989,Invoice,M
0087000994,Delivery,J
0005004854,Order,C
0090040990,Invoice,M
0087000995,Delivery,J
0005004855,Order,C
0090040991,Invoice,M
0087000996,Delivery,J
0005004856,Order,C
0090040992,Invoice,M
0087000997,Delivery,J
0005004862,Order,C
0090040998,Invoice,M
0087001003,Delivery,J
0005004863,Order,C
0090040999,Invoice,M
0087001004,Delivery,J
0090041000,Invoice,M
0005004865,Order,C
0090041001,Invoice,M
0087001006,Delivery,J
0005004866,Order,C
0090041002,Invoice,M
0087001007,Delivery,J
0090041003,Invoice,M
0090041004,Invoice,M
0090041007,Invoice,M
0005004872,Order,C
0090041008,Invoice,M
0087001013,Delivery,J
0005004873,Order,C
0090041009,Invoice,M
0087001014,Delivery,J
0005004874,Order,C
0090041010,Invoice,M
0087001015,Delivery,J
0005004912,Order,C
0090041048,Invoice,M
0087001053,Delivery,J
0005004913,Order,C
0090041049,Invoice,M
0087001054,Delivery,J
0000005086,Order,C
4900000464,Goods Movement,R
0080019017,Delivery,J
0090041055,Invoice,M
0005004919,Order,C
0090041056,Invoice,M
0087001060,Delivery,J
0090041057,Invoice,M
0090041058,Invoice,M
0005004922,Order,C
0090041059,Invoice,M
0087001063,Delivery,J
0005004923,Order,C
0090041060,Invoice,M
0087001064,Delivery,J
0090041061,Invoice,M
0005004925,Order,C
0090041062,Invoice,M
0087001066,Delivery,J
0005004926,Order,C
0090041063,Invoice,M
0087001067,Delivery,J
0005004927,Order,C
0090041064,Invoice,M
0087001068,Delivery,J
0090041065,Invoice,M
0005004934,Order,C
0090041071,Invoice,M
0087001075,Delivery,J
0090041072,Invoice,M
0090041073,Invoice,M
0005004943,Order,C
0090041080,Invoice,M
0087001084,Delivery,J
0090041081,Invoice,M
0000019260,Order,C
4900000513,Goods Movement,R
0080019020,Delivery,J
0090041085,Invoice,M
4900000485,Goods Movement,R
0511066000,Goods Movement,R
0005004930,Order,C
4900000490,Goods Movement,R
0511071000,Goods Movement,R
0087001071,Delivery,J
4900000500,Goods Movement,R
0511081000,Goods Movement,R
4900000503,Goods Movement,R
0511084000,Goods Movement,R
4900000415,Goods Movement,R
0101015000,Goods Movement,R
0005004875,Order,C
4900000416,Goods Movement,R
0101016000,Goods Movement,R
0087001016,Delivery,J
0005004876,Order,C
4900000417,Goods Movement,R
0101017000,Goods Movement,R
0087001017,Delivery,J
4900000428,Goods Movement,R
0101028000,Goods Movement,R
4900000433,Goods Movement,R
0101033000,Goods Movement,R
4900000445,Goods Movement,R
0101045000,Goods Movement,R
4900000483,Goods Movement,R
0511064000,Goods Movement,R
4900000486,Goods Movement,R
0511067000,Goods Movement,R
4900000487,Goods Movement,R
0511068000,Goods Movement,R
0005004932,Order,C
4900000492,Goods Movement,R
0511073000,Goods Movement,R
0087001073,Delivery,J
0005004947,Order,C
4900000507,Goods Movement,R
0511088000,Goods Movement,R
0087001088,Delivery,J
4900000393,Goods Movement,R
0100993000,Goods Movement,R
4900000395,Goods Movement,R
0100995000,Goods Movement,R
4900000403,Goods Movement,R
0101003000,Goods Movement,R
4900000423,Goods Movement,R
0101023000,Goods Movement,R
4900000430,Goods Movement,R
0101030000,Goods Movement,R
4900000434,Goods Movement,R
0101034000,Goods Movement,R
4900000454,Goods Movement,R
0101054000,Goods Movement,R
0005004823,Order,C
0090040959,Invoice,M
0087000964,Delivery,J
0090040963,Invoice,M
0005004828,Order,C
0090040964,Invoice,M
0087000969,Delivery,J
0005004829,Order,C
0090040965,Invoice,M
0087000970,Delivery,J
0005004830,Order,C
0090040966,Invoice,M
0087000971,Delivery,J
0005004831,Order,C
0090040967,Invoice,M
0087000972,Delivery,J
0090040968,Invoice,M
0005004833,Order,C
0090040969,Invoice,M
0087000974,Delivery,J
0005004834,Order,C
0090040970,Invoice,M
0087000975,Delivery,J
0005004835,Order,C
0090040971,Invoice,M
0087000976,Delivery,J
0005004836,Order,C
0090040972,Invoice,M
0087000977,Delivery,J
0090040973,Invoice,M
0005004838,Order,C
0090040974,Invoice,M
0087000979,Delivery,J
0090040975,Invoice,M
0090040978,Invoice,M
4900000370,Goods Movement,R
0100970000,Goods Movement,R
4900000371,Goods Movement,R
0100971000,Goods Movement,R
4900000386,Goods Movement,R
0100986000,Goods Movement,R
4900000394,Goods Movement,R
0100994000,Goods Movement,R
0005004857,Order,C
4900000398,Goods Movement,R
0100998000,Goods Movement,R
0087000998,Delivery,J
0005004861,Order,C
4900000402,Goods Movement,R
0101002000,Goods Movement,R
0087001002,Delivery,J
4900000406,Goods Movement,R
0101006000,Goods Movement,R
4900000407,Goods Movement,R
0101007000,Goods Movement,R
4900000413,Goods Movement,R
0090040979,Invoice,M
0090040984,Invoice,M
0005004849,Order,C
0090040985,Invoice,M
0087000990,Delivery,J
0090040986,Invoice,M
0090040993,Invoice,M
0090040994,Invoice,M
0090040995,Invoice,M
0005004860,Order,C
0090040996,Invoice,M
0087001001,Delivery,J
0101013000,Goods Movement,R
4900000436,Goods Movement,R
0101036000,Goods Movement,R
0005004897,Order,C
4900000438,Goods Movement,R
0101038000,Goods Movement,R
0087001038,Delivery,J
0005004898,Order,C
4900000439,Goods Movement,R
0101039000,Goods Movement,R
0087001039,Delivery,J
4900000442,Goods Movement,R
0101042000,Goods Movement,R
4900000446,Goods Movement,R
0101046000,Goods Movement,R
0005004906,Order,C
4900000447,Goods Movement,R
0101047000,Goods Movement,R
0087001047,Delivery,J
0000019254,Order,C
4900000473,Goods Movement,R
0080019018,Delivery,J
0090041050,Invoice,M
0090040997,Invoice,M
0090041005,Invoice,M
0005004870,Order,C
0090041006,Invoice,M
0087001011,Delivery,J
0090041011,Invoice,M
0090041012,Invoice,M
0090041013,Invoice,M
0090041014,Invoice,M
0090041015,Invoice,M
0090041066,Invoice,M
0090041067,Invoice,M
0090041068,Invoice,M
0090041069,Invoice,M
0005004933,Order,C
4900000493,Goods Movement,R
0511074000,Goods Movement,R
0087001074,Delivery,J
0090041070,Invoice,M
0090041074,Invoice,M
0005004938,Order,C
0090041075,Invoice,M
0087001079,Delivery,J
0090041019,Invoice,M
0090041033,Invoice,M
0090041034,Invoice,M
0090041039,Invoice,M
0090041042,Invoice,M
0090041043,Invoice,M
0005004908,Order,C
0090041044,Invoice,M
0087001049,Delivery,J
4900000367,Goods Movement,R
0100967000,Goods Movement,R
4900000374,Goods Movement,R
0100974000,Goods Movement,R
4900000390,Goods Movement,R
0100990000,Goods Movement,R
4900000427,Goods Movement,R
0101027000,Goods Movement,R
4900000437,Goods Movement,R
0101037000,Goods Movement,R
4900000449,Goods Movement,R
0101049000,Goods Movement,R
4900000476,Goods Movement,R
0511057000,Goods Movement,R
4900000479,Goods Movement,R
0511060000,Goods Movement,R
4900000482,Goods Movement,R
0511063000,Goods Movement,R
0090041047,Invoice,M
4900000477,Goods Movement,R
0511058000,Goods Movement,R
0180000404,Delivery / Shipping Notification,7
5000004840,Other Document (p),p
5000004841,Goods Movement,R
0090041082,Invoice,M
0005004946,Order,C
4900000506,Goods Movement,R
0511087000,Goods Movement,R
0087001087,Delivery,J
0090041083,Invoice,M
0090041084,Invoice,M
0015000359,Inquiry,A
4900000517,Goods Movement,R
4900000363,Goods Movement,R
0100963000,Goods Movement,R
4900000364,Goods Movement,R
0100964000,Goods Movement,R
4900000365,Goods Movement,R
0100965000,Goods Movement,R
4900000375,Goods Movement,R
0100975000,Goods Movement,R
4900000376,Goods Movement,R
0100976000,Goods Movement,R
4900000379,Goods Movement,R
0100979000,Goods Movement,R
4900000385,Goods Movement,R
0100985000,Goods Movement,R
4900000388,Goods Movement,R
0100988000,Goods Movement,R
4900000425,Goods Movement,R
0101025000,Goods Movement,R
4900000435,Goods Movement,R
0101035000,Goods Movement,R
4900000441,Goods Movement,R
0101041000,Goods Movement,R
4900000450,Goods Movement,R
0101050000,Goods Movement,R
4900000453,Goods Movement,R
0101053000,Goods Movement,R
4900000494,Goods Movement,R
0511075000,Goods Movement,R
4900000498,Goods Movement,R
0511079000,Goods Movement,R
4900000502,Goods Movement,R
0511083000,Goods Movement,R
4900000369,Goods Movement,R
0100969000,Goods Movement,R
4900000372,Goods Movement,R
0100972000,Goods Movement,R
4900000377,Goods Movement,R
0100977000,Goods Movement,R
4900000396,Goods Movement,R
0100996000,Goods Movement,R
4900000397,Goods Movement,R
0100997000,Goods Movement,R
4900000401,Goods Movement,R
0101001000,Goods Movement,R
4900000404,Goods Movement,R
0101004000,Goods Movement,R
4900000411,Goods Movement,R
0101011000,Goods Movement,R
4900000414,Goods Movement,R
0101014000,Goods Movement,R
