VBELV,POSNV,VBELN,POSNN,VBTYP_N,VBTYP_V,RFMNG,MEINS,RFWRT,WAERS,ERDAT,ERZET,MATNR,BWART,AEDAT,FKTYP
I000001tHC,000001,0090028773,000001,M,2,7.0,ST,-36.12,USD,20010828,050128, , ,00000000,W
I000001tHD,000001,0090028774,000001,M,2,9.0,ST,-46.44,USD,20010828,050131, , ,00000000,W
I000001tHE,000001,0090028775,000001,M,2,112.0,ST,1446.34,EUR,20010828,050136, , ,00000000,W
I000001tHE,000002,0090028775,000002,M,2,139.0,ST,1839.35,EUR,20010828,050136, , ,00000000,W
I000001tHE,000003,0090028775,000003,M,2,12.0,ST,1231.03,EUR,20010828,050136, , ,00000000,W
I000001tHE,000004,0090028775,000004,M,2,564.0,ST,1648.24,EUR,20010828,050136, , ,00000000,W
I000001tHE,000005,0090028775,000005,M,2,630.0,ST,2275.6,EUR,20010828,050136, , ,00000000,W
I000001tHE,000006,0090028775,000006,M,2,9.0,ST,3250.87,EUR,20010828,050136, , ,00000000,W
I000001tHE,000007,0090028775,000007,M,2,1116.0,ST,1241.07,EUR,20010828,050136, , ,00000000,W
I000001tHE,000008,0090028775,000008,M,2,1023.0,ST,1137.65,EUR,20010828,050136, , ,00000000,W
I000001tHE,000009,0090028775,000009,M,2,3369.0,ST,2584.84,EUR,20010828,050136, , ,00000000,W
I000001tHF,000001,0090028776,000001,M,2,73.0,ST,942.71,EUR,20010828,050148, , ,00000000,W
I000001tHF,000002,0090028776,000002,M,2,93.0,ST,1230.65,EUR,20010828,050148, , ,00000000,W
I000001tHF,000003,0090028776,000003,M,2,8.0,ST,820.69,EUR,20010828,050148, , ,00000000,W
I000001tHF,000004,0090028776,000004,M,2,376.0,ST,1098.83,EUR,20010828,050148, , ,00000000,W
I000001tHF,000005,0090028776,000005,M,2,420.0,ST,1517.07,EUR,20010828,050148, , ,00000000,W
I000001tHF,000006,0090028776,000006,M,2,6.0,ST,2167.23,EUR,20010828,050148, , ,00000000,W
I000001tHF,000007,0090028776,000007,M,2,744.0,ST,827.38,EUR,20010828,050148, , ,00000000,W
I000001tHF,000008,0090028776,000008,M,2,682.0,ST,758.43,EUR,20010828,050148, , ,00000000,W
I000001tHF,000009,0090028776,000009,M,2,2020.0,ST,1549.83,EUR,20010828,050148, , ,00000000,W
I000001tHG,000001,0090028777,000001,M,2,92.0,ST,1188.07,EUR,20010828,050157, , ,00000000,W
I000001tHG,000002,0090028777,000002,M,2,117.0,ST,1548.23,EUR,20010828,050157, , ,00000000,W
I000001tHG,000003,0090028777,000003,M,2,10.0,ST,1025.86,EUR,20010828,050157, , ,00000000,W
I000001tHG,000004,0090028777,000004,M,2,472.0,ST,1379.38,EUR,20010828,050157, , ,00000000,W
I000001tHG,000005,0090028777,000005,M,2,524.0,ST,1892.72,EUR,20010828,050157, , ,00000000,W
I000001tHG,000006,0090028777,000006,M,2,7.0,ST,2528.47,EUR,20010828,050157, , ,00000000,W
I000001tHG,000007,0090028777,000007,M,2,930.0,ST,1034.22,EUR,20010828,050157, , ,00000000,W
I000001tHG,000008,0090028777,000008,M,2,852.0,ST,947.48,EUR,20010828,050157, , ,00000000,W
I000001tHG,000009,0090028777,000009,M,2,2692.0,ST,2065.41,EUR,20010828,050157, , ,00000000,W
I000001tHM,000001,0090028778,000001,M,2,1987.0,ST,-82.26,USD,20010829,050057, , ,00000000,W
I000001tHN,000001,0090028779,000001,M,2,1324.0,ST,-54.81,USD,20010829,050110, , ,00000000,W
I000001tHO,000001,0090028780,000001,M,2,1490.0,ST,-61.69,USD,20010829,050114, , ,00000000,W
I000001tHP,000001,0090028781,000001,M,2,1821.0,ST,-75.39,USD,20010829,050117, , ,00000000,W
I000001tHQ,000001,0090028782,000001,M,2,930.0,ST,-71.98,USD,20010829,050120, , ,00000000,W
I000001tHR,000001,0090028783,000001,M,2,620.0,ST,-47.99,USD,20010829,050124, , ,00000000,W
I000001tHS,000001,0090028784,000001,M,2,697.0,ST,-53.95,USD,20010829,050127, , ,00000000,W
I000001tHT,000001,0090028785,000001,M,2,852.0,ST,-65.94,USD,20010829,050130, , ,00000000,W
I000001tHU,000001,0090028786,000001,M,2,554.0,LB,-112.68,USD,20010829,050133, , ,00000000,W
I000001tHV,000001,0090028787,000001,M,2,368.0,LB,-74.85,USD,20010829,050136, , ,00000000,W
I000001tHW,000001,0090028788,000001,M,2,417.0,LB,-84.82,USD,20010829,050139, , ,00000000,W
I000001tHX,000001,0090028789,000001,M,2,508.0,LB,-103.33,USD,20010829,050142, , ,00000000,W
I000001tHY,000001,0090028790,000001,M,2,180.0,ST,-107.78,USD,20010829,050145, , ,00000000,W
I000001tHZ,000001,0090028791,000001,M,2,120.0,ST,-71.86,USD,20010829,050148, , ,00000000,W
I000001tHa,000001,0090028792,000001,M,2,133.0,ST,-79.64,USD,20010829,050151, , ,00000000,W
I000001tHb,000001,0090028793,000001,M,2,164.0,ST,-98.2,USD,20010829,050154, , ,00000000,W
I000001tHc,000001,0090028794,000001,M,2,52.0,ST,-3.4,USD,20010829,050157, , ,00000000,W
I000001tHd,000001,0090028795,000001,M,2,34.0,ST,-2.22,USD,20010829,050201, , ,00000000,W
I000001tHe,000001,0090028796,000001,M,2,39.0,ST,-2.55,USD,20010829,050206, , ,00000000,W
I000001tHf,000001,0090028797,000001,M,2,47.0,ST,-3.07,USD,20010829,050208, , ,00000000,W
I000001tHg,000001,0090028798,000001,M,2,492.0,ST,-82.07,USD,20010829,050212, , ,00000000,W
I000001tHh,000001,0090028799,000001,M,2,328.0,ST,-54.71,USD,20010829,050215, , ,00000000,W
I000001tHi,000001,0090028800,000001,M,2,368.0,ST,-61.38,USD,20010829,050218, , ,00000000,W
I000001tHj,000001,0090028801,000001,M,2,451.0,ST,-75.23,USD,20010829,050221, , ,00000000,W
I000001tHk,000001,0090028802,000001,M,2,214.0,LB,-40.96,USD,20010829,050224, , ,00000000,W
I000001tHl,000001,0090028803,000001,M,2,142.0,LB,-27.18,USD,20010829,050227, , ,00000000,W
I000001tHm,000001,0090028804,000001,M,2,160.0,LB,-30.62,USD,20010829,050231, , ,00000000,W
I000001tHn,000001,0090028805,000001,M,2,197.0,LB,-37.71,USD,20010829,050233, , ,00000000,W
I000001tHq,000001,0090028806,000001,M,2,410.0,ST,-34.19,USD,20010829,050240, , ,00000000,W
I000001tHr,000001,0090028807,000001,M,2,462.0,ST,-38.53,USD,20010829,050243, , ,00000000,W
I000001tHt,000001,0090028808,000001,M,2,3486.0,ST,-102.49,USD,20010829,050248, , ,00000000,W
I000001tHu,000001,0090028809,000001,M,2,2324.0,ST,-68.33,USD,20010829,050251, , ,00000000,W
I000001tHv,000001,0090028810,000001,M,2,2612.0,ST,-76.79,USD,20010829,050254, , ,00000000,W
I000001tHw,000001,0090028811,000001,M,2,3195.0,ST,-93.93,USD,20010829,050257, , ,00000000,W
I000001tHx,000001,0090028812,000001,M,2,2782.0,ST,1794.0,EUR,20010829,050302, , ,00000000,W
I000001tHx,000003,0090028812,000003,M,2,584.0,LB,1857.72,EUR,20010829,050302, , ,00000000,W
I000001tHy,000001,0090028813,000001,M,2,1854.0,ST,1195.57,EUR,20010829,050309, , ,00000000,W
I000001tHy,000003,0090028813,000003,M,2,388.0,LB,1234.24,EUR,20010829,050309, , ,00000000,W
I000001tHz,000001,0090028814,000001,M,2,2318.0,ST,1494.79,EUR,20010829,050314, , ,00000000,W
I000001tHz,000003,0090028814,000003,M,2,488.0,LB,1552.34,EUR,20010829,050314, , ,00000000,W
I000001tKA,000001,0090028815,000001,M,2,1.0,ST,0.19,EUR,20010831,130223, , ,00000000,W
I000001tKA,000002,0090028815,000002,M,2,2.0,ST,0.84,EUR,20010831,130223, , ,00000000,W
I000001tKA,000003,0090028815,000003,M,2,3.0,LB,3.42,EUR,20010831,130223, , ,00000000,W
I000001tKA,000004,0090028815,000004,M,2,4.0,ST,1.56,EUR,20010831,130223, , ,00000000,W
I000001tKA,000005,0090028815,000005,M,2,2.0,ST,6.62,EUR,20010831,130223, , ,00000000,W
I000001tKA,000006,0090028815,000006,M,2,3.0,ST,1.05,EUR,20010831,130223, , ,00000000,W
I000001tKA,000007,0090028815,000007,M,2,1.0,ST,0.35,EUR,20010831,130223, , ,00000000,W
I000001tKA,000008,0090028815,000008,M,2,1.0,ST,0.76,EUR,20010831,130223, , ,00000000,W
I000001tKA,000009,0090028815,000009,M,2,1.0,ST,3.06,EUR,20010831,130223, , ,00000000,W
I000001tKA,000010,0090028815,000010,M,2,1.0,ST,3.25,EUR,20010831,130223, , ,00000000,W
I000001tKA,000011,0090028815,000011,M,2,1.0,ST,24.31,EUR,20010831,130223, , ,00000000,W
I000001tWD,000001,0090028828,000001,M,2,1987.0,ST,-82.26,USD,20010903,051135, , ,00000000,W
I000001tWE,000001,0090028829,000001,M,2,1324.0,ST,-54.81,USD,20010903,051151, , ,00000000,W
I000001tWF,000001,0090028830,000001,M,2,1490.0,ST,-61.69,USD,20010903,051155, , ,00000000,W
I000001tWG,000001,0090028831,000001,M,2,1821.0,ST,-75.39,USD,20010903,051158, , ,00000000,W
I000001tWH,000001,0090028832,000001,M,2,930.0,ST,-71.98,USD,20010903,051201, , ,00000000,W
I000001tWI,000001,0090028833,000001,M,2,620.0,ST,-47.99,USD,20010903,051205, , ,00000000,W
I000001tWJ,000001,0090028834,000001,M,2,697.0,ST,-53.95,USD,20010903,051208, , ,00000000,W
I000001tWK,000001,0090028835,000001,M,2,852.0,ST,-65.94,USD,20010903,051211, , ,00000000,W
I000001tWL,000001,0090028836,000001,M,2,554.0,LB,-112.68,USD,20010903,051214, , ,00000000,W
I000001tWM,000001,0090028837,000001,M,2,368.0,LB,-74.85,USD,20010903,051217, , ,00000000,W
I000001tWN,000001,0090028838,000001,M,2,417.0,LB,-84.82,USD,20010903,051220, , ,00000000,W
I000001tWO,000001,0090028839,000001,M,2,508.0,LB,-103.33,USD,20010903,051222, , ,00000000,W
I000001tWP,000001,0090028840,000001,M,2,180.0,ST,-107.78,USD,20010903,051226, , ,00000000,W
I000001tWQ,000001,0090028841,000001,M,2,120.0,ST,-71.86,USD,20010903,051229, , ,00000000,W
I000001tWR,000001,0090028842,000001,M,2,133.0,ST,-79.64,USD,20010903,051232, , ,00000000,W
I000001tWS,000001,0090028843,000001,M,2,164.0,ST,-98.2,USD,20010903,051235, , ,00000000,W
I000001tWT,000001,0090028844,000001,M,2,52.0,ST,-3.4,USD,20010903,051238, , ,00000000,W
I000001tWU,000001,0090028845,000001,M,2,34.0,ST,-2.22,USD,20010903,051241, , ,00000000,W
I000001tWV,000001,0090028846,000001,M,2,39.0,ST,-2.55,USD,20010903,051244, , ,00000000,W
I000001tWW,000001,0090028847,000001,M,2,47.0,ST,-3.07,USD,20010903,051247, , ,00000000,W
I000001tWX,000001,0090028848,000001,M,2,492.0,ST,-82.07,USD,20010903,051251, , ,00000000,W
I000001tWY,000001,0090028849,000001,M,2,328.0,ST,-54.71,USD,20010903,051302, , ,00000000,W
I000001tWZ,000001,0090028850,000001,M,2,368.0,ST,-61.38,USD,20010903,051305, , ,00000000,W
I000001tWa,000001,0090028851,000001,M,2,451.0,ST,-75.23,USD,20010903,051307, , ,00000000,W
I000001tWb,000001,0090028852,000001,M,2,214.0,LB,-40.96,USD,20010903,051310, , ,00000000,W
I000001tWc,000001,0090028853,000001,M,2,142.0,LB,-27.18,USD,20010903,051313, , ,00000000,W
I000001tWd,000001,0090028854,000001,M,2,160.0,LB,-30.62,USD,20010903,051316, , ,00000000,W
I000001tWe,000001,0090028855,000001,M,2,197.0,LB,-37.71,USD,20010903,051319, , ,00000000,W
I000001tWf,000001,0090028856,000001,M,2,410.0,ST,-34.19,USD,20010903,051322, , ,00000000,W
I000001tWh,000001,0090028857,000001,M,2,3486.0,ST,-102.49,USD,20010903,051328, , ,00000000,W
I000001tWi,000001,0090028858,000001,M,2,2324.0,ST,-68.33,USD,20010903,051331, , ,00000000,W
I000001tWj,000001,0090028859,000001,M,2,2612.0,ST,-76.79,USD,20010903,051334, , ,00000000,W
I000001tWk,000001,0090028860,000001,M,2,3195.0,ST,-93.93,USD,20010903,051337, , ,00000000,W
I000001tZK,000001,0090028861,000001,M,2,414.0,ST,-66.82,USD,20010904,050311, , ,00000000,W
I000001tZL,000001,0090028862,000001,M,2,275.0,ST,-44.39,USD,20010904,050352, , ,00000000,W
I000001tZM,000001,0090028863,000001,M,2,310.0,ST,-50.03,USD,20010904,050358, , ,00000000,W
I000001tZN,000001,0090028864,000001,M,2,378.0,ST,-61.01,USD,20010904,050403, , ,00000000,W
I000001tZO,000001,0090028865,000001,M,2,74.0,ST,-75.44,USD,20010904,050407, , ,00000000,W
I000001tZP,000001,0090028866,000001,M,2,49.0,ST,-49.95,USD,20010904,050411, , ,00000000,W
I000001tZQ,000001,0090028867,000001,M,2,56.0,ST,-57.09,USD,20010904,050416, , ,00000000,W
I000001tZR,000001,0090028868,000001,M,2,68.0,ST,-69.32,USD,20010904,050419, , ,00000000,W
I000001tZS,000001,0090028869,000001,M,2,380.0,ST,-81.85,USD,20010904,050422, , ,00000000,W
I000001tZT,000001,0090028870,000001,M,2,254.0,ST,-54.71,USD,20010904,050427, , ,00000000,W
I000001tZU,000001,0090028871,000001,M,2,285.0,ST,-61.39,USD,20010904,050430, , ,00000000,W
I000001tZV,000001,0090028872,000001,M,2,348.0,ST,-74.96,USD,20010904,050433, , ,00000000,W
I000001tZW,000001,0090028873,000001,M,2,330.0,ST,-75.04,USD,20010904,050436, , ,00000000,W
I000001tZX,000001,0090028874,000001,M,2,371.0,ST,-84.37,USD,20010904,050439, , ,00000000,W
I000001tZY,000001,0090028875,000001,M,2,454.0,ST,-103.24,USD,20010904,050442, , ,00000000,W
I000001tZZ,000001,0090028876,000001,M,2,10.0,ST,-118.8,USD,20010904,050446, , ,00000000,W
I000001tZa,000001,0090028877,000001,M,2,6.0,ST,-71.28,USD,20010904,050449, , ,00000000,W
I000001tZb,000001,0090028878,000001,M,2,7.0,ST,-83.16,USD,20010904,050452, , ,00000000,W
I000001tZc,000001,0090028879,000001,M,2,9.0,ST,-106.92,USD,20010904,050455, , ,00000000,W
I000001tZd,000001,0090028880,000001,M,2,94.0,ST,-95.65,USD,20010904,050458, , ,00000000,W
I000001tZe,000001,0090028881,000001,M,2,63.0,ST,-64.11,USD,20010904,050501, , ,00000000,W
I000001tZf,000001,0090028882,000001,M,2,70.0,ST,-71.23,USD,20010904,050504, , ,00000000,W
I000001tZg,000001,0090028883,000001,M,2,85.0,ST,-86.5,USD,20010904,050507, , ,00000000,W
I000001tZh,000001,0090028884,000001,M,2,9.0,ST,-46.44,USD,20010904,050511, , ,00000000,W
I000001tZi,000001,0090028885,000001,M,2,6.0,ST,-30.96,USD,20010904,050514, , ,00000000,W
I000001tZj,000001,0090028886,000001,M,2,7.0,ST,-36.12,USD,20010904,050517, , ,00000000,W
I000001tZk,000001,0090028887,000001,M,2,9.0,ST,-46.44,USD,20010904,050520, , ,00000000,W
I000001ta7,000001,0090028898,000001,M,2,1987.0,ST,-82.26,USD,20010905,050707, , ,00000000,W
I000001ta8,000001,0090028899,000001,M,2,1324.0,ST,-54.81,USD,20010905,050718, , ,00000000,W
I000001ta9,000001,0090028900,000001,M,2,1490.0,ST,-61.69,USD,20010905,050722, , ,00000000,W
I000001taA,000001,0090028901,000001,M,2,1821.0,ST,-75.39,USD,20010905,050725, , ,00000000,W
I000001taB,000001,0090028902,000001,M,2,930.0,ST,-71.98,USD,20010905,050729, , ,00000000,W
I000001taC,000001,0090028903,000001,M,2,620.0,ST,-47.99,USD,20010905,050733, , ,00000000,W
I000001taD,000001,0090028904,000001,M,2,697.0,ST,-53.95,USD,20010905,050736, , ,00000000,W
I000001taE,000001,0090028905,000001,M,2,852.0,ST,-65.94,USD,20010905,050739, , ,00000000,W
I000001taF,000001,0090028906,000001,M,2,554.0,LB,-112.68,USD,20010905,050742, , ,00000000,W
I000001taG,000001,0090028907,000001,M,2,368.0,LB,-74.85,USD,20010905,050746, , ,00000000,W
I000001taH,000001,0090028908,000001,M,2,417.0,LB,-84.82,USD,20010905,050750, , ,00000000,W
I000001taI,000001,0090028909,000001,M,2,508.0,LB,-103.33,USD,20010905,050753, , ,00000000,W
I000001taJ,000001,0090028910,000001,M,2,180.0,ST,-107.78,USD,20010905,050756, , ,00000000,W
I000001taK,000001,0090028911,000001,M,2,120.0,ST,-71.86,USD,20010905,050759, , ,00000000,W
I000001taL,000001,0090028912,000001,M,2,133.0,ST,-79.64,USD,20010905,050803, , ,00000000,W
I000001taM,000001,0090028913,000001,M,2,164.0,ST,-98.2,USD,20010905,050806, , ,00000000,W
I000001taN,000001,0090028914,000001,M,2,52.0,ST,-3.4,USD,20010905,050809, , ,00000000,W
I000001taO,000001,0090028915,000001,M,2,34.0,ST,-2.22,USD,20010905,050812, , ,00000000,W
I000001taP,000001,0090028916,000001,M,2,39.0,ST,-2.55,USD,20010905,050816, , ,00000000,W
I000001taQ,000001,0090028917,000001,M,2,47.0,ST,-3.07,USD,20010905,050819, , ,00000000,W
I000001taR,000001,0090028918,000001,M,2,492.0,ST,-82.07,USD,20010905,050823, , ,00000000,W
I000001taS,000001,0090028919,000001,M,2,328.0,ST,-54.71,USD,20010905,050826, , ,00000000,W
I000001taT,000001,0090028920,000001,M,2,368.0,ST,-61.38,USD,20010905,050829, , ,00000000,W
I000001taU,000001,0090028921,000001,M,2,451.0,ST,-75.23,USD,20010905,050832, , ,00000000,W
I000001taV,000001,0090028922,000001,M,2,214.0,LB,-40.96,USD,20010905,050836, , ,00000000,W
I000001taW,000001,0090028923,000001,M,2,142.0,LB,-27.18,USD,20010905,050839, , ,00000000,W
I000001taX,000001,0090028924,000001,M,2,160.0,LB,-30.62,USD,20010905,050842, , ,00000000,W
I000001taY,000001,0090028925,000001,M,2,197.0,LB,-37.71,USD,20010905,050845, , ,00000000,W
I000001taZ,000001,0090028926,000001,M,2,410.0,ST,-34.19,USD,20010905,050849, , ,00000000,W
I000001taa,000001,0090028927,000001,M,2,3486.0,ST,-102.49,USD,20010905,050855, , ,00000000,W
I000001tab,000001,0090028928,000001,M,2,2324.0,ST,-68.33,USD,20010905,050901, , ,00000000,W
I000001tac,000001,0090028929,000001,M,2,2612.0,ST,-76.79,USD,20010905,050904, , ,00000000,W
I000001tad,000001,0090028930,000001,M,2,3195.0,ST,-93.93,USD,20010905,050907, , ,00000000,W
I000001tmX,000001,0090028931,000001,M,2,1987.0,ST,-82.26,USD,20010907,050545, , ,00000000,W
I000001tmY,000001,0090028932,000001,M,2,1324.0,ST,-54.81,USD,20010907,050639, , ,00000000,W
I000001tmZ,000001,0090028933,000001,M,2,1490.0,ST,-61.69,USD,20010907,050643, , ,00000000,W
I000001tma,000001,0090028934,000001,M,2,1821.0,ST,-75.39,USD,20010907,050647, , ,00000000,W
I000001tmb,000001,0090028935,000001,M,2,930.0,ST,-71.98,USD,20010907,050651, , ,00000000,W
I000001tmc,000001,0090028936,000001,M,2,620.0,ST,-47.99,USD,20010907,050655, , ,00000000,W
I000001tmd,000001,0090028937,000001,M,2,697.0,ST,-53.95,USD,20010907,050658, , ,00000000,W
I000001tme,000001,0090028938,000001,M,2,852.0,ST,-65.94,USD,20010907,050702, , ,00000000,W
I000001tmf,000001,0090028939,000001,M,2,554.0,LB,-112.68,USD,20010907,050706, , ,00000000,W
I000001tmg,000001,0090028940,000001,M,2,368.0,LB,-74.85,USD,20010907,050709, , ,00000000,W
I000001tmh,000001,0090028941,000001,M,2,417.0,LB,-84.82,USD,20010907,050712, , ,00000000,W
I000001tmi,000001,0090028942,000001,M,2,508.0,LB,-103.33,USD,20010907,050716, , ,00000000,W
I000001tmj,000001,0090028943,000001,M,2,180.0,ST,-107.78,USD,20010907,050719, , ,00000000,W
I000001tmk,000001,0090028944,000001,M,2,120.0,ST,-71.86,USD,20010907,050723, , ,00000000,W
I000001tml,000001,0090028945,000001,M,2,133.0,ST,-79.64,USD,20010907,050726, , ,00000000,W
I000001tmm,000001,0090028946,000001,M,2,164.0,ST,-98.2,USD,20010907,050729, , ,00000000,W
I000001tmn,000001,0090028947,000001,M,2,52.0,ST,-3.4,USD,20010907,050732, , ,00000000,W
I000001tmo,000001,0090028948,000001,M,2,34.0,ST,-2.22,USD,20010907,050736, , ,00000000,W
I000001tmp,000001,0090028949,000001,M,2,39.0,ST,-2.55,USD,20010907,050740, , ,00000000,W
I000001tmq,000001,0090028950,000001,M,2,47.0,ST,-3.07,USD,20010907,050743, , ,00000000,W
I000001tmr,000001,0090028951,000001,M,2,492.0,ST,-82.07,USD,20010907,050747, , ,00000000,W
I000001tms,000001,0090028952,000001,M,2,328.0,ST,-54.71,USD,20010907,050751, , ,00000000,W
I000001tmt,000001,0090028953,000001,M,2,368.0,ST,-61.38,USD,20010907,050754, , ,00000000,W
I000001tmu,000001,0090028954,000001,M,2,451.0,ST,-75.23,USD,20010907,050758, , ,00000000,W
I000001tmv,000001,0090028955,000001,M,2,214.0,LB,-40.96,USD,20010907,050801, , ,00000000,W
I000001tmw,000001,0090028956,000001,M,2,142.0,LB,-27.18,USD,20010907,050804, , ,00000000,W
I000001tmx,000001,0090028957,000001,M,2,160.0,LB,-30.62,USD,20010907,050808, , ,00000000,W
I000001tmy,000001,0090028958,000001,M,2,197.0,LB,-37.71,USD,20010907,050811, , ,00000000,W
I000001tn0,000001,0090028959,000001,M,2,3486.0,ST,-102.49,USD,20010907,050817, , ,00000000,W
I000001tn1,000001,0090028960,000001,M,2,2324.0,ST,-68.33,USD,20010907,050821, , ,00000000,W
I000001tn2,000001,0090028961,000001,M,2,2612.0,ST,-76.79,USD,20010907,050824, , ,00000000,W
I000001tn3,000001,0090028962,000001,M,2,3195.0,ST,-93.93,USD,20010907,050828, , ,00000000,W
I000001u2T,000001,0090028963,000001,M,2,116.0,ST,1498.0,EUR,20010910,050816, , ,00000000,W
I000001u2T,000002,0090028963,000002,M,2,146.0,ST,1931.98,EUR,20010910,050816, , ,00000000,W
I000001u2T,000003,0090028963,000003,M,2,12.0,ST,1231.03,EUR,20010910,050816, , ,00000000,W
I000001u2T,000004,0090028963,000004,M,2,592.0,ST,1730.07,EUR,20010910,050816, , ,00000000,W
I000001u2T,000005,0090028963,000005,M,2,660.0,ST,2383.97,EUR,20010910,050816, , ,00000000,W
I000001u2T,000006,0090028963,000006,M,2,9.0,ST,3250.87,EUR,20010910,050816, , ,00000000,W
I000001u2T,000007,0090028963,000007,M,2,1172.0,ST,1303.34,EUR,20010910,050816, , ,00000000,W
I000001u2T,000008,0090028963,000008,M,2,1074.0,ST,1194.36,EUR,20010910,050816, , ,00000000,W
I000001u2T,000009,0090028963,000009,M,2,3537.0,ST,2713.73,EUR,20010910,050816, , ,00000000,W
I000001u2U,000001,0090028964,000001,M,2,78.0,ST,1007.28,EUR,20010910,050845, , ,00000000,W
I000001u2U,000002,0090028964,000002,M,2,98.0,ST,1296.81,EUR,20010910,050845, , ,00000000,W
I000001u2U,000003,0090028964,000003,M,2,8.0,ST,820.69,EUR,20010910,050845, , ,00000000,W
I000001u2U,000004,0090028964,000004,M,2,396.0,ST,1157.28,EUR,20010910,050845, , ,00000000,W
I000001u2U,000005,0090028964,000005,M,2,440.0,ST,1589.31,EUR,20010910,050845, , ,00000000,W
I000001u2U,000006,0090028964,000006,M,2,6.0,ST,2167.23,EUR,20010910,050845, , ,00000000,W
I000001u2U,000007,0090028964,000007,M,2,781.0,ST,868.53,EUR,20010910,050845, , ,00000000,W
I000001u2U,000008,0090028964,000008,M,2,716.0,ST,796.24,EUR,20010910,050845, , ,00000000,W
I000001u2U,000009,0090028964,000009,M,2,2121.0,ST,1627.32,EUR,20010910,050845, , ,00000000,W
I000001u2V,000001,0090028965,000001,M,2,97.0,ST,1252.64,EUR,20010910,050901, , ,00000000,W
I000001u2V,000002,0090028965,000002,M,2,122.0,ST,1614.4,EUR,20010910,050901, , ,00000000,W
I000001u2V,000003,0090028965,000003,M,2,8.0,ST,820.69,EUR,20010910,050901, , ,00000000,W
I000001u2V,000004,0090028965,000004,M,2,496.0,ST,1449.52,EUR,20010910,050901, , ,00000000,W
I000001u2V,000005,0090028965,000005,M,2,550.0,ST,1986.64,EUR,20010910,050901, , ,00000000,W
I000001u2V,000006,0090028965,000006,M,2,6.0,ST,2167.23,EUR,20010910,050901, , ,00000000,W
I000001u2V,000007,0090028965,000007,M,2,781.0,ST,868.53,EUR,20010910,050901, , ,00000000,W
I000001u2V,000008,0090028965,000008,M,2,716.0,ST,796.24,EUR,20010910,050901, , ,00000000,W
I000001u2V,000009,0090028965,000009,M,2,2121.0,ST,1627.32,EUR,20010910,050901, , ,00000000,W
I000001u2W,000001,0090028966,000001,M,2,1987.0,ST,-82.26,USD,20010911,050450, , ,00000000,W
I000001u2X,000001,0090028967,000001,M,2,1324.0,ST,-54.81,USD,20010911,050527, , ,00000000,W
I000001u2Y,000001,0090028968,000001,M,2,1490.0,ST,-61.69,USD,20010911,050532, , ,00000000,W
I000001u2Z,000001,0090028969,000001,M,2,1821.0,ST,-75.39,USD,20010911,050536, , ,00000000,W
I000001u2a,000001,0090028970,000001,M,2,930.0,ST,-71.98,USD,20010911,050539, , ,00000000,W
I000001u2b,000001,0090028971,000001,M,2,620.0,ST,-47.99,USD,20010911,050543, , ,00000000,W
I000001u2c,000001,0090028972,000001,M,2,697.0,ST,-53.95,USD,20010911,050547, , ,00000000,W
I000001u2d,000001,0090028973,000001,M,2,852.0,ST,-65.94,USD,20010911,050550, , ,00000000,W
I000001u2e,000001,0090028974,000001,M,2,554.0,LB,-112.68,USD,20010911,050553, , ,00000000,W
I000001u2f,000001,0090028975,000001,M,2,368.0,LB,-74.85,USD,20010911,050557, , ,00000000,W
I000001u2g,000001,0090028976,000001,M,2,417.0,LB,-84.82,USD,20010911,050600, , ,00000000,W
I000001u2h,000001,0090028977,000001,M,2,508.0,LB,-103.33,USD,20010911,050603, , ,00000000,W
I000001u2i,000001,0090028978,000001,M,2,180.0,ST,-107.78,USD,20010911,050606, , ,00000000,W
I000001u2j,000001,0090028979,000001,M,2,120.0,ST,-71.86,USD,20010911,050610, , ,00000000,W
I000001u2k,000001,0090028980,000001,M,2,133.0,ST,-79.64,USD,20010911,050613, , ,00000000,W
I000001u2l,000001,0090028981,000001,M,2,164.0,ST,-98.2,USD,20010911,050616, , ,00000000,W
I000001u2m,000001,0090028982,000001,M,2,52.0,ST,-3.4,USD,20010911,050619, , ,00000000,W
I000001u2n,000001,0090028983,000001,M,2,34.0,ST,-2.22,USD,20010911,050623, , ,00000000,W
I000001u2o,000001,0090028984,000001,M,2,39.0,ST,-2.55,USD,20010911,050626, , ,00000000,W
I000001u2p,000001,0090028985,000001,M,2,47.0,ST,-3.07,USD,20010911,050629, , ,00000000,W
I000001u2q,000001,0090028986,000001,M,2,492.0,ST,-82.07,USD,20010911,050633, , ,00000000,W
I000001u2r,000001,0090028987,000001,M,2,328.0,ST,-54.71,USD,20010911,050637, , ,00000000,W
I000001u2s,000001,0090028988,000001,M,2,368.0,ST,-61.38,USD,20010911,050640, , ,00000000,W
I000001u2t,000001,0090028989,000001,M,2,451.0,ST,-75.23,USD,20010911,050643, , ,00000000,W
I000001u2u,000001,0090028990,000001,M,2,214.0,LB,-40.96,USD,20010911,050646, , ,00000000,W
I000001u2v,000001,0090028991,000001,M,2,142.0,LB,-27.18,USD,20010911,050650, , ,00000000,W
I000001u2w,000001,0090028992,000001,M,2,160.0,LB,-30.62,USD,20010911,050653, , ,00000000,W
I000001u2x,000001,0090028993,000001,M,2,197.0,LB,-37.71,USD,20010911,050656, , ,00000000,W
